GenBank Accessions,Genome Name,Total_length,Classification,Broader_Classifications,Clade,CAZyme_freq,Trait,YAS,Trait_Freq,log_Trait_Freq
FZOS00000000,Sphingomonas laterariae strain LNB2,4419388,Contaminated site,Contaminated site,12_clade,18,Amino Acid Related Enzymes,Growth (Y),38,3.63758616
FZOS00000000,Sphingomonas laterariae strain LNB2,4419388,Contaminated site,Contaminated site,12_clade,18,Lipid Biosynthesis Protein,Growth (Y),27,3.295836866
FZOS00000000,Sphingomonas laterariae strain LNB2,4419388,Contaminated site,Contaminated site,12_clade,18,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),40,3.688879454
JAAOZC010000001,Sphingomonas vulcanisoli strain CECT 8804,3267440,Environment,Environment,12_clade,18,Amino Acid Related Enzymes,Growth (Y),38,3.63758616
JAAOZC010000001,Sphingomonas vulcanisoli strain CECT 8804,3267440,Environment,Environment,12_clade,18,Lipid Biosynthesis Protein,Growth (Y),20,2.995732274
JAAOZC010000001,Sphingomonas vulcanisoli strain CECT 8804,3267440,Environment,Environment,12_clade,18,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),43,3.761200116
JAASQK010000001,Sphingomonas oligoaromativorans strain DSM 102246,3867692,Soil,Environment,12_clade,38,Amino Acid Related Enzymes,Growth (Y),36,3.583518938
JAASQK010000001,Sphingomonas oligoaromativorans strain DSM 102246,3867692,Soil,Environment,12_clade,38,Lipid Biosynthesis Protein,Growth (Y),29,3.36729583
JAASQK010000001,Sphingomonas oligoaromativorans strain DSM 102246,3867692,Soil,Environment,12_clade,38,Polyketide Biosynthesis Proteins,Growth (Y),1,0
JAASQK010000001,Sphingomonas oligoaromativorans strain DSM 102246,3867692,Soil,Environment,12_clade,38,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),42,3.737669618
JAASQM010000001,Sphingomonas naasensis strain DSM 100060,4335120,Soil,Environment,6_clade,29,Amino Acid Related Enzymes,Growth (Y),34,3.526360525
JAASQM010000001,Sphingomonas naasensis strain DSM 100060,4335120,Soil,Environment,6_clade,29,Lipid Biosynthesis Protein,Growth (Y),22,3.091042453
JAASQM010000001,Sphingomonas naasensis strain DSM 100060,4335120,Soil,Environment,6_clade,29,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),36,3.583518938
JAASQP010000001,Sphingomonas japonica strain DSM 22753,2862547,Animal,Animal,8_clade,15,Amino Acid Related Enzymes,Growth (Y),34,3.526360525
JAASQP010000001,Sphingomonas japonica strain DSM 22753,2862547,Animal,Animal,8_clade,15,Lipid Biosynthesis Protein,Growth (Y),21,3.044522438
JAASQP010000001,Sphingomonas japonica strain DSM 22753,2862547,Animal,Animal,8_clade,15,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),35,3.555348061
JAASQQ010000001,Sphingomonas insulae strain DSM 21792,3735779,Soil,Environment,2_clade,31,Amino Acid Related Enzymes,Growth (Y),33,3.496507561
JAASQQ010000001,Sphingomonas insulae strain DSM 21792,3735779,Soil,Environment,2_clade,31,Lipid Biosynthesis Protein,Growth (Y),21,3.044522438
JAASQQ010000001,Sphingomonas insulae strain DSM 21792,3735779,Soil,Environment,2_clade,31,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),34,3.526360525
JAASQV010000001,Sphingomonas leidyi strain DSM 4733,4787838,Animal,Animal,6_clade,25,Amino Acid Related Enzymes,Growth (Y),39,3.663561646
JAASQV010000001,Sphingomonas leidyi strain DSM 4733,4787838,Animal,Animal,6_clade,25,Lipid Biosynthesis Protein,Growth (Y),26,3.258096538
JAASQV010000001,Sphingomonas leidyi strain DSM 4733,4787838,Animal,Animal,6_clade,25,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),40,3.688879454
JAATJB010000001,Sphingomonas trueperi strain DSM 7225,4619810,Soil,Environment,6_clade,32,Amino Acid Related Enzymes,Growth (Y),34,3.526360525
JAATJB010000001,Sphingomonas trueperi strain DSM 7225,4619810,Soil,Environment,6_clade,32,Lipid Biosynthesis Protein,Growth (Y),28,3.33220451
JAATJB010000001,Sphingomonas trueperi strain DSM 7225,4619810,Soil,Environment,6_clade,32,Polyketide Biosynthesis Proteins,Growth (Y),1,0
JAATJB010000001,Sphingomonas trueperi strain DSM 7225,4619810,Soil,Environment,6_clade,32,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),38,3.63758616
JAATJE010000001,Sphingomonas jejuensis strain DSM 27651,2962167,Animal,Animal,11_clade,22,Amino Acid Related Enzymes,Growth (Y),35,3.555348061
JAATJE010000001,Sphingomonas jejuensis strain DSM 27651,2962167,Animal,Animal,11_clade,22,Lipid Biosynthesis Protein,Growth (Y),25,3.218875825
JAATJE010000001,Sphingomonas jejuensis strain DSM 27651,2962167,Animal,Animal,11_clade,22,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),37,3.610917913
JABEPR010000001,Sphingomonas sp. ID1715,3643810,other,Other,11_clade,23,Amino Acid Related Enzymes,Growth (Y),34,3.526360525
JABEPR010000001,Sphingomonas sp. ID1715,3643810,other,Other,11_clade,23,Lipid Biosynthesis Protein,Growth (Y),23,3.135494216
JABEPR010000001,Sphingomonas sp. ID1715,3643810,other,Other,11_clade,23,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),35,3.555348061
JFYV00000000,Sphingomonas sp. RIT328,4343511,Plant,Plant,2_clade,35,Amino Acid Related Enzymes,Growth (Y),35,3.555348061
JFYV00000000,Sphingomonas sp. RIT328,4343511,Plant,Plant,2_clade,35,Lipid Biosynthesis Protein,Growth (Y),27,3.295836866
JFYV00000000,Sphingomonas sp. RIT328,4343511,Plant,Plant,2_clade,35,Polyketide Biosynthesis Proteins,Growth (Y),1,0
JFYV00000000,Sphingomonas sp. RIT328,4343511,Plant,Plant,2_clade,35,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),38,3.63758616
JFYY00000000,Sphingomonas paucimobilis strain EPA505,4872804,Contaminated site,Contaminated site,10_clade,39,Amino Acid Related Enzymes,Growth (Y),41,3.713572067
JFYY00000000,Sphingomonas paucimobilis strain EPA505,4872804,Contaminated site,Contaminated site,10_clade,39,Lipid Biosynthesis Protein,Growth (Y),25,3.218875825
JFYY00000000,Sphingomonas paucimobilis strain EPA505,4872804,Contaminated site,Contaminated site,10_clade,39,Polyketide Biosynthesis Proteins,Growth (Y),1,0
JFYY00000000,Sphingomonas paucimobilis strain EPA505,4872804,Contaminated site,Contaminated site,10_clade,39,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),48,3.871201011
JOOE00000000,Sphingomonas sp. UNC305MFCol5.2,4239980,Plant,Plant,6_clade,22,Amino Acid Related Enzymes,Growth (Y),35,3.555348061
JOOE00000000,Sphingomonas sp. UNC305MFCol5.2,4239980,Plant,Plant,6_clade,22,Lipid Biosynthesis Protein,Growth (Y),23,3.135494216
JOOE00000000,Sphingomonas sp. UNC305MFCol5.2,4239980,Plant,Plant,6_clade,22,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),37,3.610917913
JQMC00000000,Sphingomonas wittichii strain YR128,4895574,Root,Plant,12_clade,33,Amino Acid Related Enzymes,Growth (Y),39,3.663561646
JQMC00000000,Sphingomonas wittichii strain YR128,4895574,Root,Plant,12_clade,33,Lipid Biosynthesis Protein,Growth (Y),29,3.36729583
JQMC00000000,Sphingomonas wittichii strain YR128,4895574,Root,Plant,12_clade,33,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),44,3.784189634
JROG00000000,Sphingomonas sp. 35-24ZXX 35-24zxx,4088230,Water,Water,10_clade,18,Amino Acid Related Enzymes,Growth (Y),35,3.555348061
JROG00000000,Sphingomonas sp. 35-24ZXX 35-24zxx,4088230,Water,Water,10_clade,18,Lipid Biosynthesis Protein,Growth (Y),35,3.555348061
JROG00000000,Sphingomonas sp. 35-24ZXX 35-24zxx,4088230,Water,Water,10_clade,18,Polyketide Biosynthesis Proteins,Growth (Y),4,1.386294361
JROG00000000,Sphingomonas sp. 35-24ZXX 35-24zxx,4088230,Water,Water,10_clade,18,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),36,3.583518938
JROH00000000,Sphingomonas sp. 37zxx,3689338,Water,Water,8_clade,23,Amino Acid Related Enzymes,Growth (Y),39,3.663561646
JROH00000000,Sphingomonas sp. 37zxx,3689338,Water,Water,8_clade,23,Lipid Biosynthesis Protein,Growth (Y),23,3.135494216
JROH00000000,Sphingomonas sp. 37zxx,3689338,Water,Water,8_clade,23,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),43,3.761200116
JSXI00000000,Sphingomonas sp. ERG5,5738763,Sediment,Water,5_clade,23,Amino Acid Related Enzymes,Growth (Y),42,3.737669618
JSXI00000000,Sphingomonas sp. ERG5,5738763,Sediment,Water,5_clade,23,Lipid Biosynthesis Protein,Growth (Y),31,3.433987204
JSXI00000000,Sphingomonas sp. ERG5,5738763,Sediment,Water,5_clade,23,Polyketide Biosynthesis Proteins,Growth (Y),2,0.693147181
JSXI00000000,Sphingomonas sp. ERG5,5738763,Sediment,Water,5_clade,23,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),42,3.737669618
LARW01000000,Sphingomonas sp. SRS2,4627261,Contaminated site,Contaminated site,12_clade,30,Amino Acid Related Enzymes,Growth (Y),38,3.63758616
LARW01000000,Sphingomonas sp. SRS2,4627261,Contaminated site,Contaminated site,12_clade,30,Lipid Biosynthesis Protein,Growth (Y),29,3.36729583
LARW01000000,Sphingomonas sp. SRS2,4627261,Contaminated site,Contaminated site,12_clade,30,Polyketide Biosynthesis Proteins,Growth (Y),1,0
LARW01000000,Sphingomonas sp. SRS2,4627261,Contaminated site,Contaminated site,12_clade,30,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),43,3.761200116
LAZX01000000,Sphingomonas sp. Ag1,3933945,Animal,Animal,4_clade,19,Amino Acid Related Enzymes,Growth (Y),33,3.496507561
LAZX01000000,Sphingomonas sp. Ag1,3933945,Animal,Animal,4_clade,19,Lipid Biosynthesis Protein,Growth (Y),34,3.526360525
LAZX01000000,Sphingomonas sp. Ag1,3933945,Animal,Animal,4_clade,19,Polyketide Biosynthesis Proteins,Growth (Y),1,0
LAZX01000000,Sphingomonas sp. Ag1,3933945,Animal,Animal,4_clade,19,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),35,3.555348061
LDES01000000,Sphingomonas sp. Y57,5586357,Soil,Environment,12_clade,30,Amino Acid Related Enzymes,Growth (Y),42,3.737669618
LDES01000000,Sphingomonas sp. Y57,5586357,Soil,Environment,12_clade,30,Lipid Biosynthesis Protein,Growth (Y),44,3.784189634
LDES01000000,Sphingomonas sp. Y57,5586357,Soil,Environment,12_clade,30,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),47,3.850147602
LDTB01000000,Sphingomonas endophytica strain NS334,3641166,Seed,Plant,4_clade,23,Amino Acid Related Enzymes,Growth (Y),39,3.663561646
LDTB01000000,Sphingomonas endophytica strain NS334,3641166,Seed,Plant,4_clade,23,Lipid Biosynthesis Protein,Growth (Y),35,3.555348061
LDTB01000000,Sphingomonas endophytica strain NS334,3641166,Seed,Plant,4_clade,23,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),41,3.713572067
LDTC01000000,Sphingomonas sanguinis strain NS258,3868185,Seed,Plant,3_clade,20,Amino Acid Related Enzymes,Growth (Y),39,3.663561646
LDTC01000000,Sphingomonas sanguinis strain NS258,3868185,Seed,Plant,3_clade,20,Lipid Biosynthesis Protein,Growth (Y),22,3.091042453
LDTC01000000,Sphingomonas sanguinis strain NS258,3868185,Seed,Plant,3_clade,20,Polyketide Biosynthesis Proteins,Growth (Y),2,0.693147181
LDTC01000000,Sphingomonas sanguinis strain NS258,3868185,Seed,Plant,3_clade,20,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),41,3.713572067
LDTD01000000,Sphingomonas sanguinis strain NS319,4168320,Seed,Plant,3_clade,22,Amino Acid Related Enzymes,Growth (Y),37,3.610917913
LDTD01000000,Sphingomonas sanguinis strain NS319,4168320,Seed,Plant,3_clade,22,Lipid Biosynthesis Protein,Growth (Y),19,2.944438979
LDTD01000000,Sphingomonas sanguinis strain NS319,4168320,Seed,Plant,3_clade,22,Polyketide Biosynthesis Proteins,Growth (Y),6,1.791759469
LDTD01000000,Sphingomonas sanguinis strain NS319,4168320,Seed,Plant,3_clade,22,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),38,3.63758616
LDTE01000000,Sphingomonas sanguinis strain SB4,4019493,Seed,Plant,3_clade,23,Amino Acid Related Enzymes,Growth (Y),40,3.688879454
LDTE01000000,Sphingomonas sanguinis strain SB4,4019493,Seed,Plant,3_clade,23,Lipid Biosynthesis Protein,Growth (Y),18,2.890371758
LDTE01000000,Sphingomonas sanguinis strain SB4,4019493,Seed,Plant,3_clade,23,Polyketide Biosynthesis Proteins,Growth (Y),2,0.693147181
LDTE01000000,Sphingomonas sanguinis strain SB4,4019493,Seed,Plant,3_clade,23,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),40,3.688879454
LDTF01000000,Sphingomonas yabuuchiae strain NS355,3909164,Plant,Plant,3_clade,25,Amino Acid Related Enzymes,Growth (Y),37,3.610917913
LDTF01000000,Sphingomonas yabuuchiae strain NS355,3909164,Plant,Plant,3_clade,25,Lipid Biosynthesis Protein,Growth (Y),21,3.044522438
LDTF01000000,Sphingomonas yabuuchiae strain NS355,3909164,Plant,Plant,3_clade,25,Polyketide Biosynthesis Proteins,Growth (Y),3,1.098612289
LDTF01000000,Sphingomonas yabuuchiae strain NS355,3909164,Plant,Plant,3_clade,25,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),38,3.63758616
LDUA01000000,Sphingomonas paucimobilis strain LCT-SP1,4293554,Water,Water,3_clade,36,Amino Acid Related Enzymes,Growth (Y),35,3.555348061
LDUA01000000,Sphingomonas paucimobilis strain LCT-SP1,4293554,Water,Water,3_clade,36,Lipid Biosynthesis Protein,Growth (Y),22,3.091042453
LDUA01000000,Sphingomonas paucimobilis strain LCT-SP1,4293554,Water,Water,3_clade,36,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),36,3.583518938
LECE01000000,Sphingomonas sp. MEA3-1,6851265,Soil,Environment,10_clade,38,Amino Acid Related Enzymes,Growth (Y),41,3.713572067
LECE01000000,Sphingomonas sp. MEA3-1,6851265,Soil,Environment,10_clade,38,Lipid Biosynthesis Protein,Growth (Y),47,3.850147602
LECE01000000,Sphingomonas sp. MEA3-1,6851265,Soil,Environment,10_clade,38,Polyketide Biosynthesis Proteins,Growth (Y),1,0
LECE01000000,Sphingomonas sp. MEA3-1,6851265,Soil,Environment,10_clade,38,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),45,3.80666249
LGVA01000000,Sphingomonas sp. Ndbn-20,5351429,Environment,Environment,12_clade,24,Amino Acid Related Enzymes,Growth (Y),39,3.663561646
LGVA01000000,Sphingomonas sp. Ndbn-20,5351429,Environment,Environment,12_clade,24,Lipid Biosynthesis Protein,Growth (Y),41,3.713572067
LGVA01000000,Sphingomonas sp. Ndbn-20,5351429,Environment,Environment,12_clade,24,Polyketide Biosynthesis Proteins,Growth (Y),1,0
LGVA01000000,Sphingomonas sp. Ndbn-20,5351429,Environment,Environment,12_clade,24,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),44,3.784189634
LMEJ01000000,Sphingomonas sp. Root1294,5496681,Root,Plant,12_clade,33,Amino Acid Related Enzymes,Growth (Y),43,3.761200116
LMEJ01000000,Sphingomonas sp. Root1294,5496681,Root,Plant,12_clade,33,Lipid Biosynthesis Protein,Growth (Y),52,3.951243719
LMEJ01000000,Sphingomonas sp. Root1294,5496681,Root,Plant,12_clade,33,Polyketide Biosynthesis Proteins,Growth (Y),3,1.098612289
LMEJ01000000,Sphingomonas sp. Root1294,5496681,Root,Plant,12_clade,33,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),49,3.891820298
LMFM01000000,Sphingomonas sp. Root50,5498788,Root,Plant,12_clade,33,Amino Acid Related Enzymes,Growth (Y),43,3.761200116
LMFM01000000,Sphingomonas sp. Root50,5498788,Root,Plant,12_clade,33,Lipid Biosynthesis Protein,Growth (Y),54,3.988984047
LMFM01000000,Sphingomonas sp. Root50,5498788,Root,Plant,12_clade,33,Polyketide Biosynthesis Proteins,Growth (Y),3,1.098612289
LMFM01000000,Sphingomonas sp. Root50,5498788,Root,Plant,12_clade,33,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),49,3.891820298
LMIB01000000,Sphingomonas sp. Root710,4772303,Root,Plant,12_clade,27,Amino Acid Related Enzymes,Growth (Y),38,3.63758616
LMIB01000000,Sphingomonas sp. Root710,4772303,Root,Plant,12_clade,27,Lipid Biosynthesis Protein,Growth (Y),36,3.583518938
LMIB01000000,Sphingomonas sp. Root710,4772303,Root,Plant,12_clade,27,Polyketide Biosynthesis Proteins,Growth (Y),3,1.098612289
LMIB01000000,Sphingomonas sp. Root710,4772303,Root,Plant,12_clade,27,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),43,3.761200116
LMID01000000,Sphingomonas sp. Root720,5588032,Root,Plant,12_clade,33,Amino Acid Related Enzymes,Growth (Y),43,3.761200116
LMID01000000,Sphingomonas sp. Root720,5588032,Root,Plant,12_clade,33,Lipid Biosynthesis Protein,Growth (Y),54,3.988984047
LMID01000000,Sphingomonas sp. Root720,5588032,Root,Plant,12_clade,33,Polyketide Biosynthesis Proteins,Growth (Y),3,1.098612289
LMID01000000,Sphingomonas sp. Root720,5588032,Root,Plant,12_clade,33,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),49,3.891820298
LMIV01000000,Sphingomonas sp. Root241,4212502,Root,Plant,6_clade,27,Amino Acid Related Enzymes,Growth (Y),36,3.583518938
LMIV01000000,Sphingomonas sp. Root241,4212502,Root,Plant,6_clade,27,Lipid Biosynthesis Protein,Growth (Y),22,3.091042453
LMIV01000000,Sphingomonas sp. Root241,4212502,Root,Plant,6_clade,27,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),39,3.663561646
LMJZ01000000,Sphingomonas sp. Leaf5,4001394,Leaf,Plant,9_clade,29,Amino Acid Related Enzymes,Growth (Y),36,3.583518938
LMJZ01000000,Sphingomonas sp. Leaf5,4001394,Leaf,Plant,9_clade,29,Lipid Biosynthesis Protein,Growth (Y),25,3.218875825
LMJZ01000000,Sphingomonas sp. Leaf5,4001394,Leaf,Plant,9_clade,29,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),37,3.610917913
LMKC01000000,Sphingomonas sp. Leaf9,3765909,Leaf,Plant,9_clade,22,Amino Acid Related Enzymes,Growth (Y),38,3.63758616
LMKC01000000,Sphingomonas sp. Leaf9,3765909,Leaf,Plant,9_clade,22,Lipid Biosynthesis Protein,Growth (Y),23,3.135494216
LMKC01000000,Sphingomonas sp. Leaf9,3765909,Leaf,Plant,9_clade,22,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),38,3.63758616
LMKE01000000,Sphingomonas sp. Leaf10,4135713,Leaf,Plant,9_clade,26,Amino Acid Related Enzymes,Growth (Y),35,3.555348061
LMKE01000000,Sphingomonas sp. Leaf10,4135713,Leaf,Plant,9_clade,26,Lipid Biosynthesis Protein,Growth (Y),25,3.218875825
LMKE01000000,Sphingomonas sp. Leaf10,4135713,Leaf,Plant,9_clade,26,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),36,3.583518938
LMKG01000000,Sphingomonas sp. Leaf11,3765831,Leaf,Plant,9_clade,22,Amino Acid Related Enzymes,Growth (Y),38,3.63758616
LMKG01000000,Sphingomonas sp. Leaf11,3765831,Leaf,Plant,9_clade,22,Lipid Biosynthesis Protein,Growth (Y),23,3.135494216
LMKG01000000,Sphingomonas sp. Leaf11,3765831,Leaf,Plant,9_clade,22,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),38,3.63758616
LMKH01000000,Sphingomonas sp. Leaf208,4703275,Leaf,Plant,1_clade,35,Amino Acid Related Enzymes,Growth (Y),34,3.526360525
LMKH01000000,Sphingomonas sp. Leaf208,4703275,Leaf,Plant,1_clade,35,Lipid Biosynthesis Protein,Growth (Y),27,3.295836866
LMKH01000000,Sphingomonas sp. Leaf208,4703275,Leaf,Plant,1_clade,35,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),35,3.555348061
LMKJ01000000,Sphingomonas sp. Leaf16,3945932,Leaf,Plant,9_clade,26,Amino Acid Related Enzymes,Growth (Y),36,3.583518938
LMKJ01000000,Sphingomonas sp. Leaf16,3945932,Leaf,Plant,9_clade,26,Lipid Biosynthesis Protein,Growth (Y),24,3.17805383
LMKJ01000000,Sphingomonas sp. Leaf16,3945932,Leaf,Plant,9_clade,26,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),37,3.610917913
LMKL01000000,Sphingomonas sp. Leaf17,3204003,Leaf,Plant,1_clade,20,Amino Acid Related Enzymes,Growth (Y),35,3.555348061
LMKL01000000,Sphingomonas sp. Leaf17,3204003,Leaf,Plant,1_clade,20,Lipid Biosynthesis Protein,Growth (Y),21,3.044522438
LMKL01000000,Sphingomonas sp. Leaf17,3204003,Leaf,Plant,1_clade,20,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),39,3.663561646
LMKN01000000,Sphingomonas sp. Leaf20,4313322,Leaf,Plant,1_clade,29,Amino Acid Related Enzymes,Growth (Y),35,3.555348061
LMKN01000000,Sphingomonas sp. Leaf20,4313322,Leaf,Plant,1_clade,29,Lipid Biosynthesis Protein,Growth (Y),24,3.17805383
LMKN01000000,Sphingomonas sp. Leaf20,4313322,Leaf,Plant,1_clade,29,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),39,3.663561646
LMKR01000000,Sphingomonas sp. Leaf23,3804425,Leaf,Plant,9_clade,22,Amino Acid Related Enzymes,Growth (Y),36,3.583518938
LMKR01000000,Sphingomonas sp. Leaf23,3804425,Leaf,Plant,9_clade,22,Lipid Biosynthesis Protein,Growth (Y),23,3.135494216
LMKR01000000,Sphingomonas sp. Leaf23,3804425,Leaf,Plant,9_clade,22,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),37,3.610917913
LMKS01000000,Sphingomonas sp. Leaf24,4001919,Leaf,Plant,9_clade,29,Amino Acid Related Enzymes,Growth (Y),36,3.583518938
LMKS01000000,Sphingomonas sp. Leaf24,4001919,Leaf,Plant,9_clade,29,Lipid Biosynthesis Protein,Growth (Y),25,3.218875825
LMKS01000000,Sphingomonas sp. Leaf24,4001919,Leaf,Plant,9_clade,29,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),37,3.610917913
LMKT01000000,Sphingomonas sp. Leaf226,4271556,Leaf,Plant,1_clade,34,Amino Acid Related Enzymes,Growth (Y),35,3.555348061
LMKT01000000,Sphingomonas sp. Leaf226,4271556,Leaf,Plant,1_clade,34,Lipid Biosynthesis Protein,Growth (Y),26,3.258096538
LMKT01000000,Sphingomonas sp. Leaf226,4271556,Leaf,Plant,1_clade,34,Lipopolysaccharide Biosynthesis Proteins,Growth (Y),36,3.583518938
LMKU01000000,Sphingomonas sp. Leaf25,4000316,Leaf,Plant,9_clade,28,Amino Acid Related Enzymes,Growth (Y),36,3.583518938
